symbol,date,entry,sl,tp,tp_rr,risk_pct,exit_fixed,reason_fixed,days_fixed,pnl_fixed,win_fixed,exit_tight,reason_tight,days_tight,pnl_tight,win_tight,exit_wide,reason_wide,days_wide,pnl_wide,win_wide
FOX,2023-08-08,31.55,28.98,39.24,3.0,8.13,29.68,below_sma,7,-5.9,False,30.9,trail,2,-2.04,False,30.24,trail,5,-4.14,False
FOX,2024-05-23,29.96,27.56,33.57,1.5,8.02,32.03,timeout,30,6.88,True,31.0,trail,11,3.47,True,30.49,trail,11,1.76,True
FOX,2025-10-30,58.52,51.2,80.47,3.0,12.51,62.74,timeout,30,7.22,True,58.36,trail,11,-0.26,False,57.01,trail,17,-2.57,False
GE,2023-02-22,65.29,56.49,78.5,1.5,13.49,74.04,timeout,30,13.4,True,71.52,trail,11,9.54,True,69.48,trail,13,6.42,True
GE,2023-02-24,65.57,56.96,78.49,1.5,13.13,74.13,timeout,30,13.04,True,71.52,trail,9,9.07,True,69.48,trail,11,5.96,True
GE,2023-02-28,66.48,57.65,92.99,3.0,13.29,73.92,timeout,30,11.19,True,71.52,trail,7,7.58,True,69.48,trail,9,4.51,True
GE,2023-08-29,90.67,84.58,99.8,1.5,6.71,87.46,below_sma,17,-3.54,False,88.47,trail,4,-2.43,False,88.04,trail,17,-2.89,False
GE,2023-09-12,90.41,85.97,97.06,1.5,4.91,87.46,below_sma,8,-3.26,False,89.83,trail,7,-0.64,False,88.04,trail,8,-2.61,False
GE,2023-10-24,89.39,84.22,97.14,1.5,5.78,84.22,stop,2,-5.78,False,86.17,trail,2,-3.6,False,84.22,stop,2,-5.78,False
GE,2024-07-23,170.25,152.2,224.39,3.0,10.6,152.2,stop,9,-10.6,False,162.21,trail,1,-4.72,False,158.21,trail,8,-7.07,False
GE,2024-09-12,167.97,157.77,183.27,1.5,6.07,183.27,target,4,9.11,True,169.85,trail,1,1.12,True,183.27,target,4,9.11,True
GE,2024-10-21,192.53,172.68,252.09,3.0,10.31,173.83,below_sma,5,-9.72,False,184.97,trail,1,-3.93,False,179.93,trail,1,-6.55,False
GE,2025-08-26,272.9,250.79,306.05,1.5,8.1,306.05,target,20,12.15,True,267.56,trail,4,-1.96,False,306.05,target,20,12.15,True
GE,2025-09-04,281.19,255.96,356.88,3.0,8.97,299.06,timeout,30,6.35,True,273.61,trail,1,-2.7,False,290.27,trail,17,3.23,True
GE,2025-11-07,306.47,284.5,339.43,1.5,7.17,295.24,below_sma,7,-3.66,False,302.13,trail,3,-1.42,False,294.91,trail,7,-3.77,False
GDDY,2024-05-02,124.33,115.41,137.71,1.5,7.18,137.71,target,12,10.76,True,123.08,trail,1,-1.01,False,137.71,target,12,10.76,True
GDDY,2024-10-31,166.8,153.81,205.77,3.0,7.79,205.77,target,23,23.36,True,162.27,trail,1,-2.72,False,205.77,target,23,23.36,True
GDDY,2025-01-28,214.35,192.4,280.2,3.0,10.24,192.4,stop,13,-10.24,False,208.96,trail,4,-2.51,False,204.95,trail,11,-4.39,False
HSY,2023-03-24,228.09,210.55,280.71,3.0,7.69,252.86,timeout,30,10.86,True,232.69,trail,6,2.02,True,252.86,timeout,30,10.86,True
HSY,2024-10-02,184.56,181.95,191.17,2.53,1.41,181.95,stop,1,-1.41,False,181.95,stop,1,-1.41,False,181.95,stop,1,-1.41,False
HSY,2025-10-03,192.38,175.82,217.2,1.5,8.6,181.6,below_sma,13,-5.6,False,188.33,trail,6,-2.11,False,184.32,trail,6,-4.19,False
HWM,2023-04-28,43.89,40.47,54.15,3.0,7.79,45.81,timeout,30,4.36,True,43.76,trail,2,-0.3,False,42.81,trail,4,-2.46,False
HWM,2023-11-13,50.02,44.24,67.37,3.0,11.56,53.71,timeout,30,7.37,True,51.42,trail,11,2.78,True,52.25,trail,22,4.44,True
HWM,2024-11-05,101.76,95.95,110.46,1.5,5.7,110.46,target,1,8.56,True,109.65,trail,1,7.76,True,106.14,trail,1,4.3,True
HWM,2025-01-14,118.81,107.98,135.04,1.5,9.11,135.04,target,23,13.66,True,124.33,trail,8,4.65,True,121.43,trail,8,2.21,True
HWM,2025-12-19,203.37,189.61,224.01,1.5,6.77,224.01,target,17,10.15,True,206.05,trail,7,1.32,True,224.01,target,17,10.15,True
ITW,2023-01-31,218.76,201.16,271.55,3.0,8.04,213.41,below_sma,27,-2.44,False,226.29,trail,4,3.45,True,220.8,trail,5,0.93,True
ITW,2024-10-30,254.73,237.99,304.94,3.0,6.57,263.2,timeout,30,3.33,True,260.78,trail,10,2.37,True,257.43,trail,14,1.06,True
